,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_22067,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,unassigned,s_
ASV_22071,Eukaryota,Basidiomycota,Agaricomycetes,Sebacinales,unassigned,unassigned,unassigned
ASV_22074,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_22077,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_22080,Eukaryota,Mollusca,Gastropoda,Cephalaspidea,unassigned,unassigned,unassigned
ASV_22089,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma
ASV_22101,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22102,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_22103,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22109,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22115,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_22119,Eukaryota,Ciliophora,Colpodea,Cyrtolophosidida,Woodruffiidae,Woodruffides,Woodruffides metabolicus
ASV_22140,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_22143,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unknown,unknown,g_,s_
ASV_22144,Eukaryota,Mollusca,Bivalvia,Myoida,Hiatellidae,Panopea,unassigned
ASV_22151,Eukaryota,Arthropoda,Malacostraca,Amphipoda,unassigned,unassigned,unassigned
ASV_22164,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_22170,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22172,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_22184,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22188,no_hit,Ciliophora,Spirotrichea,unknown,Strombidiidae,no_hit,s_
ASV_22199,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,g_,s_
ASV_22207,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,s_
ASV_22216,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22223,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_22229,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_22240,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22245,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea
ASV_22246,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_22248,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22255,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_22271,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_22273,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_22279,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_22281,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_22293,no_hit,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,no_hit
ASV_22306,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia heimii
ASV_22308,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_22310,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_22323,Metazoa,Cnidaria,Hydrozoa,Narcomedusae,Cuninidae,Cunina,Cunina octonaria
ASV_22332,Eukaryota,unknown,Dinophyceae,Pyrocystales,Pyrocystaceae,g_,s_
ASV_22335,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_22341,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,s_
ASV_22342,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_22343,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,Dinophysis acuminata
ASV_22346,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_22354,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_22376,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,s_
ASV_22388,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_22392,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,no_hit,no_hit
ASV_22400,Eukaryota,unknown,Dinophyceae,Syndiniales,Eudubosquellidae,g_,s_
ASV_22411,Eukaryota,unknown,Dinophyceae,Peridiniales,Pfiesteriaceae,g_,s_
ASV_22417,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22432,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,g_,s_
ASV_22446,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,unassigned
ASV_22478,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_22485,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_22502,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22516,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,g_,s_
ASV_22521,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_22529,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22537,Eukaryota,Chlorophyta,Ulvophyceae,Ulvales,unknown,Desmochloris,Desmochloris halophila
ASV_22548,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea
ASV_22549,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22555,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea
ASV_22569,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_22576,Eukaryota,Ciliophora,unknown,unknown,unknown,g_,s_
ASV_22587,Eukaryota,unknown,Acantharea,unassigned,unassigned,g_,s_
ASV_22588,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_22595,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_22607,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,g_,s_
ASV_22611,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,unassigned,s_
ASV_22613,no_hit,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros didymus
ASV_22619,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_22643,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_22649,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22655,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22680,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,Protaspis,s_
ASV_22686,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22697,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_22708,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_22709,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,unassigned,s_
ASV_22714,Eukaryota,Zoopagomycota,Entomophthoromycetes,Entomophthorales,Entomophthoraceae,Pandora,unassigned
ASV_22717,Eukaryota,Imbricatea,unknown,Euglyphida,Paulinellidae,g_,s_
ASV_22719,Eukaryota,unknown,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Durinskia,s_
ASV_22730,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,unassigned,s_
ASV_22732,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_22742,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22755,no_hit,unknown,unknown,unknown,unknown,g_,s_
ASV_22757,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_22758,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,s_
ASV_22793,Eukaryota,Platyhelminthes,Trematoda,Strigeidida,Aporocotylidae,g_,s_
ASV_22795,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22799,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_22801,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_22810,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22813,no_hit,unknown,Dinophyceae,Suessiales,Suessiaceae,g_,s_
ASV_22833,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_22857,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22873,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_22892,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_22893,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,s_
ASV_22902,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_22907,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_22918,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22920,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_22930,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unknown,unknown,g_,s_
ASV_22938,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_22946,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,g_,s_
ASV_22955,Eukaryota,Platyhelminthes,Rhabditophora,Polycladida,unassigned,unassigned,unassigned
ASV_22961,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,s_
ASV_22963,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_22986,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,unassigned,s_
ASV_22988,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23002,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_23004,no_hit,unknown,Dinophyceae,Suessiales,no_hit,g_,s_
ASV_23029,Eukaryota,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,g_,s_
ASV_23032,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23035,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23036,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_23039,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23043,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23049,Eukaryota,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,unassigned
ASV_23075,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,g_,s_
ASV_23080,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23084,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23093,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,unassigned,unassigned
ASV_23115,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23121,Eukaryota,Mollusca,Bivalvia,Mytiloida,Mytilidae,unassigned,unassigned
ASV_23130,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_23138,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_23140,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_23141,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_23151,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23156,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_23162,Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris
ASV_23166,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_23176,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,unassigned,unassigned
ASV_23179,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23192,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_23193,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Cochlodinium,s_
ASV_23198,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_23200,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_23218,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_23220,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23230,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23232,no_hit,unknown,Synurophyceae,Synurales,Mallomonadaceae,g_,s_
ASV_23235,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_23242,Eukaryota,unknown,Chrysista,unknown,Picophagaceae,Picophagus,s_
ASV_23289,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23292,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23293,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23294,no_hit,Euglenozoa,Kinetoplastea,Neobodonida,Rhynchomonadidae,Rhynchomonas,no_hit
ASV_23304,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_23307,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_23308,no_hit,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,s_
ASV_23314,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,Protaspis,Protaspis sp. CC-2009a
ASV_23315,Eukaryota,Mollusca,Bivalvia,Veneroida,Cultellidae,g_,s_
ASV_23327,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_23329,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_23330,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23331,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Antrodiella,unassigned
ASV_23332,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23345,no_hit,Ciliophora,Spirotrichea,unknown,Strombidiidae,no_hit,no_hit
ASV_23348,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_23357,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_23366,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23373,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23385,no_hit,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Eutintinnus,Eutintinnus sp. ENB99
ASV_23390,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23393,Eukaryota,Zoopagomycota,Entomophthoromycetes,Entomophthorales,Entomophthoraceae,Zoophthora,Zoophthora radicans
ASV_23395,no_hit,Imbricatea,unknown,unknown,Metromonadea,g_,s_
ASV_23406,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23414,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23422,Eukaryota,Chlorophyta,Mamiellophyceae,unassigned,unassigned,g_,s_
ASV_23426,Eukaryota,unknown,unknown,unknown,Paramoebidae,unassigned,unassigned
ASV_23438,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_23446,no_hit,unknown,Dinophyceae,Suessiales,no_hit,g_,s_
ASV_23452,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23470,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_23472,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_23499,no_hit,Oomycota,unknown,Peronosporales,Peronosporaceae,Hyaloperonospora,Hyaloperonospora parasitica
ASV_23509,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_23514,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23516,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23521,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23535,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23541,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_23560,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23561,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23567,no_hit,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_23582,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23583,Eukaryota,Chordata,Thaliacea,Doliolida,Doliolidae,Doliolum,Doliolum nationalis
ASV_23590,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_23601,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,unassigned,unassigned
ASV_23605,Eukaryota,Chlorophyta,Mamiellophyceae,unassigned,unassigned,g_,s_
ASV_23609,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina leadbeateri
ASV_23620,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_23622,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_23628,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_23636,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_23641,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_23642,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23654,Eukaryota,unknown,Dinophyceae,Noctilucales,Kofoidiniaceae,g_,s_
ASV_23676,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_23684,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23693,Eukaryota,Porifera,Demospongiae,Haplosclerida,Chalinidae,g_,s_
ASV_23703,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_23716,no_hit,unknown,Dinophyceae,no_hit,no_hit,g_,s_
ASV_23725,no_hit,Ciliophora,Spirotrichea,Urostylida,Urostylidae,Diaxonella,no_hit
ASV_23731,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23735,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23739,Eukaryota,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,g_,s_
ASV_23746,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23764,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_23778,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23779,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23793,Eukaryota,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,s_
ASV_23800,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23804,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_23811,Eukaryota,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis andersenii
ASV_23815,Eukaryota,Apicomplexa,unknown,unknown,unknown,g_,s_
ASV_23816,no_hit,Apicomplexa,Conoidasida,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,s_
ASV_23824,Eukaryota,unknown,unknown,unknown,Vannellidae,Pessonella,Pessonella sp. PRA-29
ASV_23829,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23832,Eukaryota,Cryptophyta,unknown,Cryptomonadales,Cryptomonadaceae,Cryptomonas,unassigned
ASV_23834,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_23836,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23838,Eukaryota,Haptista,Centroplasthelida,Pterocystida,Pterocystidae,g_,s_
ASV_23840,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23844,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_23852,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_23859,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia heimii
ASV_23860,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23866,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_23867,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Amphidomataceae,g_,s_
ASV_23870,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax polygramma
ASV_23895,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,unassigned,s_
ASV_23899,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_23900,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23904,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_23907,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,unassigned,unassigned
ASV_23916,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23926,Eukaryota,Porifera,Demospongiae,Dendroceratida,Halisarcidae,g_,s_
ASV_23927,Eukaryota,Chlorophyta,Pedinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_23945,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,s_
ASV_23948,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_23965,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,g_,s_
ASV_23970,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_23974,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23983,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_23984,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_23986,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_23989,no_hit,unknown,Dinophyceae,Suessiales,Suessiaceae,g_,s_
ASV_24003,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24005,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24012,no_hit,unknown,unknown,unknown,unknown,g_,s_
ASV_24013,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_24025,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24042,no_hit,unknown,Chrysophyceae,unknown,unknown,unknown,Spumella-like flagellate JBAF35
ASV_24043,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Plagiotropidaceae,Plagiolemma,unassigned
ASV_24048,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix stigmatica
ASV_24057,Eukaryota,Haptista,Haptophyta,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium palpebrale
ASV_24065,Eukaryota,unknown,unknown,unknown,Paramoebidae,g_,s_
ASV_24069,Eukaryota,Cercozoa,unknown,unknown,unknown,g_,s_
ASV_24084,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,s_
ASV_24086,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,Paragymnodinium shiwhaense
ASV_24107,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24108,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_24116,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_24136,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,s_
ASV_24147,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_24152,Eukaryota,Bacillariophyta,Fragilariophyceae,unassigned,unassigned,unassigned,s_
ASV_24178,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24179,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,g_,s_
ASV_24183,Eukaryota,Annelida,Polychaeta,unknown,Orbiniidae,unassigned,unassigned
ASV_24192,Eukaryota,Streptophyta,unassigned,unassigned,unassigned,g_,s_
ASV_24202,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_24212,no_hit,unknown,Dinophyceae,Suessiales,Suessiaceae,g_,s_
ASV_24219,no_hit,Euglenozoa,Euglenida,Petalomonadida,Sphenomonadidae,g_,s_
ASV_24228,Eukaryota,unknown,unknown,unknown,unknown,unknown,Acantharian sp. 6201
ASV_24229,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_24248,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_24251,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,g_,s_
ASV_24253,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,unassigned,s_
ASV_24255,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24266,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,g_,s_
ASV_24269,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_24276,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
